body_type,bought_condition,car_id,city,color,condition,engine_size,fuel_type,make,mileage,model,price,registered_city,selling_condition,transmission,year_of_manufacture
,Imported,jEY4wdZC7Vq5B8NcDEoWP5HvWf7KEp3,Amuwo-Odofin,Silver,Nigerian Used,2000,Petrol,Honda,100438,Accord,7943250,LAGOS,Registered,Automatic,2013
,Registered,jEY4wdZWhjDurAcGgAZflIBXlAdqKq0,Benin City,Silver,Nigerian Used,1800,Petrol,Toyota,245053,Corolla,3675000,ABUJA,Registered,Automatic,2004
,Imported,jlCs49PvTeBK8nt1s9e37VQXWmlMwY,Lekki,White,Foreign Used,3500,Petrol,Mercedes-Benz,119060,R-Class,8610000,,Imported,Automatic,2006
,Registered,jlCs49PvwK9AJ7oS4Le2WEu3Gn9f2s,Gwarinpa,Blue,Nigerian Used,3200,Petrol,Mercedes-Benz,160933998,M Class,3465000,,Registered,Automatic,2002
SUV,Imported,jEY4wdZtfp6NglHmy9h1sTOREXsaXfR,Ojodu,Blue,Nigerian Used,3500,Petrol,Honda,172228,Pilot,3675000,,Registered,Automatic,2006
,Registered,jEY4wdZCfwwTm9MAZnjPwOLGk5vVoMn,Gwarinpa,Black,Nigerian Used,1100,Petrol,Hyundai,147677,I10,3150000,,Registered,Manual,2014
,Registered,jEY4wdZWAYjqldGXElENlwOun7mcyO8,Karu,Silver,Nigerian Used,2400,Petrol,Honda,235233,CR-V,1995000,.,Registered,Automatic,2003
Sedan,Imported,jEY4wdZygXfluFze4sNrScKnfO9RTmD,Ilupeju,Burgandy,Foreign Used,2500,Petrol,Toyota,78243,Camry,26000000,,Imported,Automatic,2015
,Imported,jEY4wdZIf0B7V5fqizHOeYH46Ii6rKe,Lekki,Black,Nigerian Used,3000,Petrol,Mercedes-Benz,133974,C300,4258800,LAGOS,Registered,Automatic,2008
SUV,Registered,jEY4wdZmFWjjNAN0gFmP6Jqlc5x3qX0,Enugu,Black,Nigerian Used,5000,Petrol,Land Rover,201716,Range Rover Sport,7875000,ENUGU,Registered,Automatic,2010
Sedan,Registered,jEY4wdZVs7WxV24IOCc74fHq1ek9CfK,Uyo,Black,Nigerian Used,1800,Petrol,Toyota,286835,Corolla,6300000,AKWA IBOM,Registered,Automatic,2012
Crossover,Registered,jlCs49PWNYE4wHKSyNQtTL33eC7rm8,Port-Harcourt,Gray,Nigerian Used,1800,Petrol,Toyota,268697,Avensis,5775000,RIVERS,Registered,Manual,2003
,Registered,jEY4wdZYY1OKxuZ2dkcmQTMhDCnIE1W,Gwarinpa,Blue,Nigerian Used,1600,Petrol,Peugeot,155900,206,2625000,,Registered,Automatic,2005
,Imported,jEY4wdZyyWgqVFIEluGozQc3DqmLYik,Abule Egba,Gray,Nigerian Used,3500,Petrol,Nissan,171214,Maxima,4200000,LAGOS,Registered,Automatic,2004
,Registered,jEY4wdZd3Il7SdGJWyLiHYLIGMKFZTo,Alimosho,Blue,Nigerian Used,1800,Petrol,Toyota,254975,Corolla,6720000,,Registered,Automatic,2012
SUV,Imported,jEY4wdZqctIHf82QTfHxcWqm016ilrY,Lugbe District,Silver,Foreign Used,3500,Petrol,Mercedes-Benz,104452,GLK-Class,19425000,,Imported,Automatic,2013
Pickup,Registered,jEY4wdZrJkClQnmwOoWgFfzeF7DoHlc,Garki 2,Black,Nigerian Used,5000,Petrol,Ford,135922,F-150,10500000,,Registered,Automatic,2014
,Imported,jEY4wdZXTRNSupPJowocWUkZ649QGUZ,Ogba,Black,Nigerian Used,3500,Petrol,Toyota,189098,Avalon,4410000,Lagos,Registered,Automatic,2006
,Registered,jEY4wdZSqI0cEysl28PH76sotGo2JKp,Karu,Gray,Nigerian Used,3300,Petrol,Toyota,178580,Sienna,6448000,,Registered,Automatic,2006
Crossover,Imported,jEY4wdZpHU8B312xYnuswxjwrH8jWFH,Lekki,Black,Nigerian Used,2000,Petrol,Mercedes-Benz,189154,B-Class,5250000,ABUJA,Registered,Automatic,2008
SUV,Imported,jEY4wdZIeKCdI6qC7Zs1ph4owz8eFxR,Ajah,Black,Nigerian Used,5600,Petrol,Infiniti,71028,QX80,26250000,Lagos,Registered,Automatic,2014
SUV,Imported,jEY4wdZngHLOa5aGXJ8YVD88XEE975b,Asokoro,White,Foreign Used,3000,Petrol,BMW,247693,X3,7350000,,Imported,Automatic,2007
SUV,Registered,jEY4wdZEZ5S7hLRMsI0ZuL6Vdk5eBX3,Ibadan,Red,Nigerian Used,3500,Petrol,Acura,169102,MDX,4410000,LAGOS,Registered,Automatic,2001
Sedan,Imported,jEY4wdZdujBEacVO4uqqBilUwcKv2In,Kaduna / Kaduna State,Black,Nigerian Used,1800,Petrol,Toyota,119947,Corolla,14175000,Kogi,Registered,Automatic,2016
,Imported,jEY4wdZgikQ6dMYyTSHSsj7QfkTqymV,Port-Harcourt,Black,Nigerian Used,3500,Petrol,Honda,76820,Accord,2835000,,Registered,Automatic,2008
SUV,Registered,jEY4wdZFetZu3jifI5ILK0jNaa6fwR3,Kubwa,Gold,Nigerian Used,63000,Petrol,Lexus,118448,RX 300,4200000,Abuja,Registered,Automatic,2000
SUV,Registered,jEY4wdZVQ1D5B4GljUoZwZo4ETwUTFn,Ojodu,Gold,Nigerian Used,3000,Petrol,Mazda,351684,MPV,2625000,LAGOS,Registered,Automatic,2004
SUV,Registered,jEY4wdZN8aK38DjGgTDUGXemtvJPNFy,Ikeja,Black,Nigerian Used,3300,Petrol,Lexus,137955,RX 330,7560000,LAGOS,Registered,Automatic,2004
SUV,Imported,jEY4we008zn9QCPRw0JLC0pGAmEx0rf,Amuwo-Odofin,Black,Foreign Used,3500,Petrol,Toyota,181261,Highlander,39000000,,Imported,Automatic,2017
SUV,Imported,jlCs49QFUzRELh54dNHvaA9cuzxY7o,Benin City,Green,Nigerian Used,2700,Petrol,Toyota,198424,Venza,10500000,EDO,Registered,Automatic,2009
SUV,Registered,jEY4wdZtATVZfhONCeHXyKIj5G3nubO,Uyo,Black,Nigerian Used,3000,Petrol,Lexus,136927,RX,3990000,RIVERS,Registered,Automatic,1999
,Imported,jEY4wdZWqHB1w4o5ZDzpuhtRgUJ2Avs,Ojodu,Silver,Foreign Used,2500,Petrol,Toyota,192378,Camry,17004000,,Imported,Automatic,2016
SUV,Imported,jEY4wdZDIHrm6260Fz0Zm3KhcpMxeyM,Lugbe District,Red,Nigerian Used,3500,Petrol,Ford,284598,Edge,5040000,ABUJA,Registered,Automatic,2007
SUV,Brand new,jEY4wdZJ1OEu7zpJTxMpRCvm2PF30Uz,Ajah,Gray,Nigerian Used,3500,Petrol,Honda,177912,Pilot,4410000,Lagos,Registered,Automatic,2009
Truck,Imported,jEY4wdZSwzHxi1Anxt5q6TOvRstqXaC,Kaduna / Kaduna State,Yellow,Foreign Used,12600,Diesel,DAF,1,XF,36750000,,Imported,Automatic,2012
,Registered,jEY4wdZWAONPeJL4FXQqBIiWOnL1Ipb,Uyo,Blue,Nigerian Used,1800,Petrol,Mitsubishi,230684,Galant,1575000,LAGOS,Registered,Automatic,2000
,Imported,jEY4wdZde7dEIE0YBKkOt3zEcRTOBYs,Lekki,Silver,Foreign Used,2400,Petrol,Hyundai,206320,Sonata,17325000,,Imported,Automatic,2018
Truck,Imported,jEY4wdZIA013mVUlbltt1PjPRrm9A6W,Isolo,White,Nigerian Used,3500,Petrol,Ford,243563,F-150,7875000,,Registered,Automatic,2011
,Imported,jEY4wdZvd4dMQKoYOJmjUAmiw8uqbLl,Isolo,Green,Nigerian Used,2500,Petrol,Mazda,344464,MPV,2835000,LAGOS,Registered,Automatic,2001
Sedan,Imported,jEY4wdZEy8tUjXQZR8jWjUxcPYuRpUS,Lugbe District,Pink,Nigerian Used,5700,Petrol,Dodge,359355,Charger,8400000,,Registered,Automatic,2006
Sedan,Registered,jEY4wdZVNjpKb38hvViHP9hGlb3gmz5,Lugbe District,Black,Nigerian Used,1800,Petrol,Toyota,338812,Corolla,6090000,Cross River,Registered,Automatic,2009
,Imported,jEY4wdZ9VaXu3IV8uYma92VwqFRyYGC,Abule Egba,Gray,Nigerian Used,3300,Petrol,Toyota,111647,Sienna,5824000,LAGOS,Registered,Automatic,2006
SUV,Imported,jEY4wdZEnWCMN4uvyjzhMb2jCWDK56f,Ilupeju,Blue,Foreign Used,3500,Petrol,Mercedes-Benz,153836,GLE-Class,49920000,,Imported,Automatic,2017
SUV,Imported,jEY4wdZBr0lKVh4c5M4DOO4kcEbbWtr,Oshimili South,Gold,Nigerian Used,3500,Petrol,Toyota,351975,Sienna,4410000,LAGOS,Registered,Automatic,2007
Truck,Registered,jEY4wdZFduuktB8TKWIkUid6HEuf9ly,Enugu,Green,Nigerian Used,3400,Petrol,Toyota,226684,Tacoma,8925000,ENUGU,Registered,Automatic,2001
SUV,Registered,jEY4wdZxMzyToaGa3W3btOVaX1amHDP,Port-Harcourt,Black,Nigerian Used,,Petrol,Toyota,155881,Land Cruiser,9975000,Lagos,Registered,Automatic,2009
,Registered,jEY4we00KgUgodnct7IFXnmCaAKobRU,Ibadan,Gray,Nigerian Used,1800,Petrol,Toyota,113084,Corolla,4725000,LAGOS,Registered,Automatic,2010
,Imported,jEY4wdZIhQVcTUmKuchzFmwvmg7jxVn,Lekki,Black,Nigerian Used,1800,Petrol,Honda,284051,Civic,3255000,LAGOS,Registered,Automatic,2010
Hatchback,Registered,jEY4wdZCoVhGEIROrku1wRdZfnjxZwC,Lugbe District,Silver,Nigerian Used,1800,Petrol,Pontiac,482800,Vibe,3780000,Lagos,Registered,Automatic,2003
SUV,Imported,jEY4wdZXWgXQJsEn9gS87bmUM7ZAE4R,Gudu,Gold,Foreign Used,2000,Petrol,BMW,133732,X1,17325000,,Imported,Automatic,2014
,Registered,jEY4wdZiCqIYBqbiPlZwNjbxrpIPiyQ,Gwarinpa,Blue,Nigerian Used,3300,Petrol,Toyota,282244,Sienna,3990000,,Registered,Automatic,2004
SUV,Imported,jlCs49PCgvRtaOUbS9k88j9Kc7Mjiy,Lugbe District,Silver,Nigerian Used,3500,Petrol,Toyota,162858,Highlander,29400000,ABUJA,Registered,Automatic,2017
,Registered,jEY4wdZBpKkPaGqXpKSOlGU49KSiZM9,Abule Egba,Green,Nigerian Used,1600,Petrol,Nissan,350360,Tiida,2205000,LAGOS,Registered,Automatic,2008
SUV,Imported,jEY4wdZlZoGTKE3MXWhg6VFNYKJrMV2,Jabi,Blue,Nigerian Used,3500,Petrol,Ford,214211,Edge,3990000,,Registered,Automatic,2010
SUV,Imported,jEY4wdZgOYKxnFgSQxXKLrMo89xENw8,Ikeja,Gray,Foreign Used,3500,Petrol,Mercedes-Benz,205214,M Class,25550000,,Imported,Automatic,2012
SUV,Imported,jEY4wdZCCM9u23b9rPgBJID1P02uzTF,Ajah,Black,Nigerian Used,4700,Petrol,Lexus,224186,GX,5565000,Lagos,Registered,Automatic,2003
SUV,Registered,jEY4wdZbOLA7H2zmchvxlP46NRJf1iJ,Port-Harcourt,Gray,Nigerian Used,3400,Petrol,Honda,210828,Pilot,2625000,Lagos,Registered,Automatic,2003
Sedan,Imported,jEY4wdZgbXUcXWtZU5ZkbSC8yrVOXGE,Port-Harcourt,Black,Nigerian Used,3000,Petrol,Toyota,170968,Camry,4368000,Rivers,Registered,Automatic,2005
,Brand new,jEY4wdZwGJVxJlOm4r27lGXBqYmYIBO,Gudu,Black,Nigerian Used,2500,Petrol,Mercedes-Benz,69570,E250,36750000,,Registered,Automatic,2019
,Registered,jEY4wdZcPTxc6umhOtEOeEm5GoYUR4o,Gudu,Gray,Nigerian Used,1800,Petrol,Toyota,2999999,Corolla,4368000,,Registered,Automatic,2005
,Imported,jEY4wdZnoeeY7XDgwVDxmA3fH2EXGmQ,Ikotun/Igando,Gray,Nigerian Used,3000,Petrol,Toyota,344738,Camry,2625000,,Registered,Automatic,2001
SUV,Imported,jEY4wdZuIC6ls9T4MdJW4puErXiyuoJ,Amuwo-Odofin,Black,Nigerian Used,3500,Petrol,Acura,332576,MDX,6090000,LAGOS,Registered,Automatic,2010
,Registered,jEY4wdZvmCb9FRnkxS7AeLjmtyillYZ,Jabi,Black,Nigerian Used,2000,Petrol,Toyota,272363,RAV4,3150000,,Registered,Automatic,2003
,Imported,jEY4wdZpQ1oLJnIYUPuUMPS4rHzfdXx,Ilupeju,Red,Nigerian Used,1800,Petrol,Toyota,314585,Corolla,1785000,LAGOS,Registered,Automatic,1999
SUV,Imported,jEY4wdZwUHQPOYbqbuSdr1hXfYZVTwr,Surulere,Black,Nigerian Used,4600,Petrol,Toyota,69840,Land Cruiser,63000000,FCT,Registered,Automatic,2016
SUV,Imported,jEY4wdZMI9NHb8kS8RBR2W7gG3kcAur,Amuwo-Odofin,Gray,Foreign Used,3500,Petrol,Toyota,236426,RAV4,15080000,,Imported,Automatic,2012
,Imported,jEY4wdZog7LgIOnSqhE7ToKgFyGndid,Ikeja,White,Nigerian Used,3500,Petrol,Mercedes-Benz,79322,E350,4305000,Abuja,Registered,Automatic,2005
,Imported,jEY4wdZf7guDhMuMTT46dWAiey6JvlT,Wuse,Black,Nigerian Used,3000,Petrol,Mercedes-Benz,153058,C300,7280000,Abuja,Registered,Automatic,2009
SUV,Imported,jEY4wdZz5TkKBlKwJecA4fc1STeE0kI,Ibadan,Silver,Foreign Used,3500,Petrol,Lexus,118772,RX 350,19950000,,Imported,Automatic,2011
SUV,Registered,jlCs49QEA30Jf3WcQbM5Ug0s00Sa0j,Isolo,Black,Nigerian Used,2500,Petrol,Toyota,70151,RAV4,14700000,Lagos,Registered,Automatic,2015
,Imported,jEY4wdZqdGa1q8EAtBvzyph57RNZdz5,Abule Egba,Black,Local Used,2400,Petrol,Honda,117752,Accord,5824000,Abuja,Registered,Automatic,2011
Sedan,Imported,jEY4wdZg811AiNx5a3138MrVEtptsVn,Owerri,Black,Nigerian Used,3000,Petrol,Hyundai,79252,Grandeur,3675000,ABUJA,Registered,Automatic,2008
SUV,Imported,jEY4wdZEDFhpdtjVWe9Vt9EEa1z4rRe,Ogba,Burgandy,Nigerian Used,3500,Petrol,Ford,171705,Edge,4515000,,Registered,Automatic,2009
,Imported,jEY4wdZMotGMfomTarc3hMk8AdpwUEv,Ibadan,Gray,Nigerian Used,1600,Petrol,Nissan,188587,Almera,3360000,Lagos,Registered,Automatic,2010
SUV,Imported,jlCs49Q77uORa9300r25shI1FwKb3t,Isolo,Brown,Nigerian Used,3500,Petrol,Lexus,181551,RX 350,8925000,Lagos,Registered,Automatic,2008
SUV,Imported,jEY4wdZXJCTfOKULCWBhxwqlErG2kG0,Benin City,Black,Nigerian Used,4700,Petrol,Lexus,185584,GX,9450000,ABUJA,Registered,Automatic,2004
,Imported,jEY4wdZLurY4KsZZq4S2dq1rzZeVTvZ,Ibadan,Gold,Nigerian Used,3500,Petrol,Toyota,351720,Sienna,2625000,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZ9KgMTJFH7UYKlniIg6DR8gMy,Alimosho,Black,Foreign Used,1800,Petrol,Nissan,268819,Sentra,6615000,,Imported,CVT,2014
,Registered,jEY4wdZLYsyrSlox6IoTCdu1SNpe2LR,Port-Harcourt,Gray,Nigerian Used,1800,Petrol,Toyota,228982,Corolla,6032000,Lagos,Registered,Automatic,2009
SUV,Registered,jEY4wdZA7VXeO9PDzUw2Dx6wfPgHxy4,Benin City,Black,Local Used,4700,Petrol,Mercedes-Benz,148597,GL-Class,7176000,Edo,Registered,Automatic,2008
,Registered,jEY4wdZFkHkLiZXlrrLZoCnupSimh3w,Kubwa,Blue,Nigerian Used,1800,Petrol,Toyota,247935,Matrix,4200000,ABUJA,Registered,Automatic,2003
,Imported,jEY4wdZLVllanI90P75xJ4083YBAo9L,Ajah,Silver,Local Used,3500,Petrol,Honda,127147,Accord,3318000,Lagos,Registered,Automatic,2009
SUV,Imported,jEY4wdZJflYWS9US9GNjbT4WRIcGcUS,Surulere,Silver,Nigerian Used,3500,Petrol,Nissan,181831,Pathfinder,3150000,LAGOS,Registered,Automatic,2002
SUV,Imported,jEY4wdZNcwtRMwE6PZaBzT4fRg2evR3,Ikoyi,Gray,Foreign Used,2000,Petrol,Mitsubishi,116,Outlander,84000000,,Imported,Automatic,2023
SUV,Imported,jEY4wdZJqxzlFyr4gWfjKUsphO9Jhlj,Enugu,Red,Nigerian Used,5600,Petrol,Nissan,215548,Armada,2205000,ABUJA,Registered,Automatic,2005
SUV,Registered,jEY4wdZkwzLbBoZ6Gg5PdedAF2jegC3,Uyo,White,Nigerian Used,3500,Petrol,Mercedes-Benz,164658,GLK-Class,14175000,ABUJA,Registered,Automatic,2014
SUV,Imported,jEY4wdZyGOncCJ9I0Fn51vXBhBVf9G8,Lekki,Gray,Foreign Used,3500,Petrol,Lexus,135398,RX 350,33600000,,Imported,Automatic,2017
SUV,Imported,jEY4wdZPPCjW6EFJni7mHOvagV9nQLQ,Port-Harcourt,Beige,Local Used,3300,Petrol,Lexus,145479,RX 330,8319998,,Registered,Automatic,2005
SUV,Imported,jlCs49Qlt9DHJHUWRvEaNK1sPGefdj,Benin City,White,Foreign Used,3500,Petrol,Mercedes-Benz,239636,GLK-Class,15600000,,Imported,Automatic,2010
SUV,Imported,jEY4wdZN75ufRBevt0AbIuDmAKEkcFj,Benin City,White,Foreign Used,3500,Petrol,Toyota,56952,Venza,19240000,,Imported,Automatic,2016
,Imported,jEY4wdZTOrOnmsxrHWDKTnY8xyVxWjL,Ibadan,White,Nigerian Used,2700,Petrol,Toyota,216078,Hilux,8925000,LAGOS,Registered,Manual,2008
,Imported,jEY4wdZkRayafer1Ktp1chnYjrkIhaC,Ibadan,Black,Foreign Used,1600,Petrol,Mazda,118714,5,4200000,,Imported,Manual,2009
MUV,Registered,jEY4wdZiUdUBzy5E02KkwFvcCwxtEeW,Lugbe District,Black,Local Used,2400,Petrol,Toyota,179845,RAV4,3360000,Jigawa,Registered,Automatic,2004
,Registered,jEY4wdZE2zJWl1kWgeRgNa6i4RrjQTV,Kubwa,Blue,Local Used,1600,Petrol,Seat,223893,Cordoba,2100000,Abuja,Registered,Manual,1997
SUV,Imported,jEY4wdZuafdoDZr0SRZTdhObPAPcaeR,Alimosho,Gray,Nigerian Used,3500,Petrol,Lexus,163554,RX 350,8925000,Lagos State,Registered,Automatic,2008
Saloon,Registered,jEY4wdZgdp8NWvPc4D2KOxhf5Dk40mx,Ikorodu,Silver,Nigerian Used,3300,Petrol,Toyota,354513,Camry,3650000,,Registered,Automatic,2006
,,jEY4wdZHVgLTRxEoFYybphgiPhRxJks,Lekki,Blue,Nigerian Used,1800,Petrol,Mercedes-Benz,120640,C250,7770000,,,Automatic,2013
,Imported,jEY4wdZWd5l1dksyn8cQA93ndAKIrpE,Alimosho,Silver,Nigerian Used,3500,Petrol,Toyota,95923,Avalon,5040000,Lagos,Registered,Automatic,2007
,Registered,jEY4wdZiXkq0D4sPtnWsgf2EDcZfOz7,Yaba,Black,Local Used,1800,Petrol,Toyota,219460,Corolla,6240000,LAGOS,Registered,Automatic,2009
,Registered,jlCs49PQsVjaUpDl6pMkLtWw2NhTcW,Garki 2,Red,Local Used,1800,Petrol,Toyota,289743,Corolla,2835000,,Registered,Automatic,2006
,Registered,jEY4wdZu6anuxZBr89VwGcIjwhgrRCm,Isolo,Gray,Nigerian Used,3500,Petrol,Acura,237995,MDX,3675000,LAGOS,Registered,Automatic,2006
SUV,Imported,jEY4wdZ9dPdUsoH1jZlbLiiUHV847vc,Alimosho,Black,Nigerian Used,4000,Petrol,Nissan,104753,Xterra,10500000,Lagos State,Registered,Automatic,2009
,Imported,jEY4wdZcrMwVoewqmj6PAeHsJuWsNyb,Ilupeju,White,Nigerian Used,5400,Petrol,Ford,357270,F-150,7140000,LAGOS,Registered,Automatic,2010
SUV,Registered,jEY4wdZWr7qhpdKPnC7IzgdDX2ZMRqH,Asokoro,Black,Nigerian Used,4000,Petrol,Toyota,273331,Land Cruiser Prado,15750000,,Registered,Automatic,2008
,Registered,jEY4wdZgJcp8J4IjKOsMyWiQTiyHixT,Ibadan,Black,Nigerian Used,1800,Petrol,Honda,170107,Civic,3885000,KWARA,Registered,Automatic,2008
,Imported,jEY4wdZiN5Gr8xic8LP4Ls3AKjRHRTy,Benin City,Silver,Foreign Used,1800,Petrol,Toyota,167706,Corolla,6615000,,Imported,Automatic,2005
,Brand new,jEY4wdZpHRBHy52xRhVIqNEqePzDvH2,Lekki,Black,Local Used,1800,Petrol,Nissan,166864,Sentra,3937500,,Registered,Automatic,2015
,Registered,jEY4wdZramVubLHUUDIdl5X5ONUKnVg,Kubwa,Silver,Nigerian Used,1800,Petrol,Toyota,274873,Corolla,3975000,Abuja,Registered,Automatic,2005
SUV,Imported,jEY4wdZbHBqEIO6uUhPH0Gn4WoTbKgc,Isolo,Silver,Foreign Used,5600,Petrol,Nissan,163115,Armada,9870000,,Imported,Automatic,2006
SUV,Imported,jEY4wdZkxT9UQx0MLjzlu4PADA6aPtS,Ibadan,Beige,Foreign Used,3500,Petrol,Toyota,205087,Highlander,15600000,,Imported,Automatic,2010
SUV,Registered,jEY4wdZZdXjFduFdOwncdwGUTRSfXCq,Ibadan,White,Nigerian Used,3500,Petrol,Ford,238999,Edge,4200000,OSUN,Registered,Automatic,2008
SUV,Registered,jEY4we00l7iQUnKvRPSmiCSze8Q0TU2,Lugbe District,Orange,Local Used,4200,Petrol,Land Rover,298983,Range Rover Sport,5310375,FCT,Registered,Automatic,2008
SUV,Imported,jEY4wdZgdc6kwsRsKThFnqKOHk43toB,Alimosho,Red,Nigerian Used,4400,Petrol,Land Rover,259343,Range Rover,5775000,Lagos,Registered,Automatic,2008
,Imported,jEY4wdZVNaJepnyxz1OJgoenx7Mq8w7,Ibadan,Silver,Foreign Used,2500,Petrol,Toyota,326628,Camry,13832000,,Imported,Automatic,2013
SUV,Imported,jEY4wdZLDIQ3Utdo9KJpFXzKzxqQ6Uj,Ibadan,Blue,Foreign Used,2700,Petrol,Hyundai,126480,Tucson,5565000,,Imported,Automatic,2005
SUV,Imported,jEY4wdZdrsc3wpNNGuLrUaU7zNDHAdd,Benin City,Black,Nigerian Used,3500,Petrol,Toyota,135968,Highlander,27300000,Lagos,Registered,Automatic,2017
,Imported,jEY4wdZqb1u9ktRB2zfG7DJw6PY8jOc,Ikeja,Silver,Nigerian Used,3300,Petrol,Toyota,122002,Camry,3848000,Abuja,Registered,Automatic,2006
Saloon,Imported,jEY4wdZQQ2pKyF1OLuzfnahYRwqTXHK,Enugu,Green,Nigerian Used,3500,Petrol,Toyota,367751,Camry,4725000,,Registered,Automatic,2009
,Imported,jEY4wdZOzbVTIBluIoeamkNPFNkmIgC,Ibadan,White,Nigerian Used,2000,Petrol,Ford,204664,Focus,5775000,LAGOS,Registered,Automatic,2014
,Imported,jEY4wdZq0qNOeSilwbv04upXnF4SreX,Gudu,Black,Local Used,2500,Petrol,Nissan,134300,Rogue,4620000,,Registered,Automatic,2008
SUV,Registered,jlCs49PYa4bBSVr0pacqDu0IhJ2bZl,Lugbe District,Gray,Nigerian Used,3700,Petrol,Acura,203541,MDX,4200000,ABUJA,Registered,Automatic,2008
SUV,Imported,jEY4wdZf3i5LLVNpvmiI5hv2ZzAuKAZ,Mushin,Gray,Local Used,4400,Petrol,BMW,179687,X5,5250000,LAGOS,Registered,Automatic,2004
,Registered,jEY4wdZfF3q6kq0mDVn5jlG70anOPtL,Garki 2,Red,Nigerian Used,2000,Petrol,Ford,231646,Focus,5775000,,Registered,Automatic,2012
,Imported,jEY4wdZnz4HzS5cc7GyiqUxQe5nRMnL,Lekki,Black,Nigerian Used,2000,Petrol,BMW,17275,X1,39690000,LAGOS,Registered,Automatic,2020
,Imported,jEY4wdZHyo8jhgEf14lpq7V9uMSR5Cj,Ibadan,Gray,Foreign Used,2500,Petrol,Toyota,274788,Camry,14560000,,Imported,Automatic,2012
,Registered,jEY4wdZTH0RndFhJS8jj3X8jay5LQay,Gudu,Silver,Nigerian Used,2400,Petrol,Honda,140748,CR-V,2625000,,Registered,Manual,2002
,Imported,jEY4wdZonXhe5YLrXUY0BczD7bP1Zc8,Lekki,White,Nigerian Used,2000,Petrol,Land Rover,238293,Range Rover Vogue,14700000,LAGOS,Registered,Automatic,2013
,Imported,jEY4wdZrgen70AHG7eizsTjGaHurjIv,Alimosho,Blue,Nigerian Used,3800,Petrol,Hyundai,202451,Entourage,4042500,LAGOS,Registered,Automatic,2007
,Imported,jEY4wdZj8dvaEqiOGdmgiy0k9kidZ7G,Ikoyi,Black,Foreign Used,1800,Petrol,Toyota,7342,Corolla,25725000,,Imported,Automatic,2021
,Registered,jEY4wdZUn4PJZf5MM2TU5xKK9bdsePN,Wuse,Green,Local Used,2400,Petrol,Toyota,145023,Camry,4147500,Benue,Registered,Automatic,2006
SUV,Imported,jEY4wdZonY7iJt1irlZYC8Om5THTpDF,Benin City,Black,Foreign Used,3500,Petrol,Mercedes-Benz,131916,M Class,26000000,,Imported,Automatic,2013
,Registered,jEY4wdZn6meuWgdm0eggZvDaYs4Miw1,Ibadan,Gray,Local Used,3300,Petrol,Toyota,291654,Sienna,3990000,LAGOS,Registered,Automatic,2004
SUV,Imported,jEY4wdZTFZ5SujShpBlQLU2lW3zxPmL,Gwarinpa,Blue,Nigerian Used,4700,Petrol,Mercedes-Benz,153831,GL-Class,28350000,,Registered,Automatic,2014
SUV,Registered,jEY4wdZCjxpvS534EsXuFA2KPdTqDDz,Kaduna / Kaduna State,Black,Local Used,2500,Petrol,Toyota,121157,RAV4,12022500,KADUNA,Registered,Automatic,2013
,Registered,jEY4wdZE3syssQyTG9jMzzWrQulAl7E,Akure,Red,Nigerian Used,3500,Petrol,Lexus,223903,ES,6825000,ABUJA,Registered,Automatic,2008
,Imported,jEY4wdZdp9eCbFBzfZpKxv1WizaoegB,Ibadan,White,Foreign Used,2500,Petrol,Toyota,152139,Camry,14175000,,Imported,Automatic,2015
,Registered,jlCs49PYgMAJWTqR9xIUuYjW0cUUPh,Yaba,Black,Local Used,2400,Petrol,Acura,284579,TSX,2520000,LAGOS,Registered,Automatic,2004
SUV,Imported,jEY4wdZMicl7PqccwfvgwRsS5emNYfy,Gudu,Silver,Local Used,5500,Petrol,Mercedes-Benz,174570,M Class,9360000,,Registered,Automatic,2008
SUV,Registered,jEY4wdZHgDfU1DfKjKEZfuPGcj05sAc,Isolo,Black,Local Used,3500,Petrol,Honda,3730,Pilot,4680000,Enugu,Registered,Automatic,2006
Sedan,Registered,jEY4wdZZmLp6FnaW1livEkfApEsHffw,Port-Harcourt,White,Nigerian Used,3500,Petrol,Mercedes-Benz,3297,E350,8925000,,Registered,Automatic,2010
Hatchback,Registered,jEY4wdZvkcBhIXguqJCMAs2ln7z6wEy,Kaduna / Kaduna State,Black,Local Used,1800,Petrol,Toyota,71843,Corolla,6656000,KADUNA,Registered,Automatic,2005
SUV,Registered,jEY4wdZz3dVNEdhlSLNPvh7DSjHjaIF,Ibadan,Gold,Local Used,3500,Petrol,Toyota,94313,RAV4,6667500,RIVERS,Registered,Automatic,2010
,Imported,jEY4wdZLXFjHkukWZAKnk00g4LylXAZ,Lekki,Black,Nigerian Used,1800,Petrol,Volvo,317580,V40,1365000,,Registered,Manual,2004
,Imported,jEY4wdZWuD8dc9r1Jgyz0BoSdTVTt34,Oshimili South,Brown,Nigerian Used,2400,Petrol,Toyota,207788,Camry,5928000,,Registered,Automatic,2008
,Registered,jEY4wdZgkzQ0T4SrUE9jPX31TOuQyMl,Gudu,Blue,Nigerian Used,2400,Petrol,Honda,199105,Accord,2184000,,Registered,Automatic,2003
,Registered,jEY4wdZjIMvZbXyDQhICB3Y7dwYcfKj,Jabi,Gray,Nigerian Used,3000,Petrol,Honda,297084,Accord,2625000,ABUJA,Registered,Automatic,2006
